,0,1,2,3,4,5,6,7,8,9
Tuned,0.7777777777777778,0.8148148148148148,0.8148148148148148,0.8148148148148148,0.7777777777777778,0.8148148148148148,0.8148148148148148,0.7777777777777778,0.7777777777777778,0.7777777777777778
Default,0.7777777777777778,0.7777777777777778,0.7777777777777778,0.7777777777777778,0.7777777777777778,0.7777777777777778,0.7777777777777778,0.7777777777777778,0.7777777777777778,0.7777777777777778
