,0,1,2,3,4,5,6,7,8,9
Tuned,0.6981132075471698,0.7169811320754716,0.7358490566037735,0.7169811320754716,0.6981132075471698,0.7169811320754716,0.7358490566037735,0.7169811320754716,0.6981132075471698,0.6981132075471698
Default,0.6981132075471698,0.6981132075471698,0.6981132075471698,0.6981132075471698,0.6981132075471698,0.6981132075471698,0.6981132075471698,0.6981132075471698,0.6981132075471698,0.6981132075471698
