,0,1,2,3,4,5,6,7,8,9
Tuned,0.6153846153846154,0.6153846153846154,0.6538461538461539,0.6153846153846154,0.6153846153846154,0.6153846153846154,0.6538461538461539,0.6538461538461539,0.6153846153846154,0.6153846153846154
Default,0.6153846153846154,0.6153846153846154,0.6153846153846154,0.6153846153846154,0.6153846153846154,0.6153846153846154,0.6153846153846154,0.6153846153846154,0.6153846153846154,0.6153846153846154
