,0,1,2,3,4,5,6,7,8,9
Tuned,0.660377358490566,0.6792452830188679,0.6415094339622641,0.6792452830188679,0.6792452830188679,0.6792452830188679,0.6792452830188679,0.6981132075471698,0.6792452830188679,0.660377358490566
Default,0.660377358490566,0.660377358490566,0.660377358490566,0.660377358490566,0.660377358490566,0.660377358490566,0.660377358490566,0.660377358490566,0.660377358490566,0.660377358490566
